ParticipantID,NLL,Fitted_lr,Fitted_vunsamp,Fitted_vsamp,Fitted_gamma1,Fitted_gamma2,Fitted_lam,Fitted_kappa_a,Fitted_prior_r
46080,170.2389585188838,0.014024602099257218,0.3741406450634088,0.45302166472629674,8.853982331954994,4.2358321705520146,8.895866497141581,0.05393408795744866,0.2
53366,125.69880741622518,0.055774561546084574,0.6992629977313467,0.9,19.999990961484976,7.863234158646961,4.470804153184834,0.041013325512946536,0.23602709707694436
3187,122.37804825917482,0.0324230188631159,0.34105037214121436,0.6059699650844381,20.0,10.856497580487568,10.0,0.02546933202990333,0.5645636847119486
68012,164.15453251230468,0.018892284442682455,0.579327707050989,0.9,11.28200379568114,12.654473113463702,8.59315506917215,0.01570057782031623,0.2688210709477692
9695,145.1395221845449,0.033360622746765815,0.44597600124459447,0.9,20.0,9.442779927587166,4.484950523483093,0.021320403399258135,0.2377058291014911
61120,153.68020353002623,0.8951665217104058,0.5013285169840069,0.9,20.0,10.96015732455295,0.13549998035645322,0.01265850918757873,0.2
4862,177.2238511847358,1.2292459085505354,0.5753121174730139,0.9,6.8810438652702315,6.960510006439735,0.19513426527061603,0.08484246334878277,0.28095306759875444
55027,128.43591376307725,0.8514642425702564,0.30034460320467077,0.7247898952191962,1.3343446042801999,0.52089656131274,4.196832751795381,0.5397469336251123,0.2
99461,134.3855210355968,0.11925104462341192,0.5803836199840008,0.9,19.999945584267557,3.379689555209545,5.650377919489106,0.08006573010454456,0.3240957221428057
16691,221.98571618398128,0.00793356581523237,0.2086412417942155,0.6453036032939824,15.70686948537653,19.625953117408375,9.999999999781807,0.0051654708669244985,0.44159783943444664
75759,91.13634394318966,0.027051433887113955,0.5150326178234137,0.9,10.673882158131784,12.890144584042789,10.0,0.16905504182008982,0.3958830756481121
4936,229.9631314797822,3.9050355100453205,0.9,0.6056144879466688,0.09471049065311393,0.0671507425516371,9.988250970770059,0.1346977724978415,0.2
17946,150.7688620825873,0.02811311887967346,0.33824079036396193,0.9,15.656607124199073,9.763442513553878,6.808355454191862,0.01646888677218992,0.3007938762334011
33765,246.14809557074568,1.762964695714367,0.9,0.8691794588363958,0.0,11.692457317871334,0.09084584058716415,0.0,0.8
92975,212.31004585342504,4.0,0.0942559562245062,0.7785742466878351,1.4149357167274172,1.5370004251812077,0.3399330985149391,0.0,0.2
97543,258.2596637586675,3.335762170596713,0.10352721948936582,0.9,1.8752174331949412,1.090449046033877,0.7503991291058848,0.05203169038896742,0.8
63520,262.06940742773804,0.004983457058423548,0.03788421035949631,0.14214838722734563,2.807636564025262,11.821529791120708,1.6216952545370273,0.0,0.2
99845,228.718059347064,2.16313348258941,0.13238855277220854,0.6424962126651321,0.36605828785968814,0.8577919598816685,2.6901059138726215,0.0,0.8
57653,136.98407205795775,0.588808003983821,0.292483794378943,0.8374167150731522,20.0,7.207762413083951,0.4999847095155223,0.0034423432437077203,0.2332079346398132
35102,190.87942582484476,0.018600057452740182,0.0,0.8756635813985203,9.315879185821725,7.153497516336766,7.848458324912963,0.0024931429914004316,0.2832841275824548
23849,112.43516702030934,1.705373678466922,0.0,0.08888930586318051,0.20935975770089885,0.14174842789947628,9.984687409803426,1.3130946609189718,0.2
88310,228.18773251525064,1.178226180220566,0.5311638673379047,0.9,17.983579967756935,20.0,0.0027305093203390265,0.007648709285131496,0.32594784527702914
10951,150.86555052797775,3.4609462164720655,0.45102039441955444,0.9,0.9895761257657835,1.079504982849451,0.9623786178921494,0.6757919391541751,0.20151691058632662
