ParticipantID,NLL,Fitted_lr,Fitted_vunsamp,Fitted_vps,Fitted_lam,Fitted_kappa_a,Fitted_prior_r,Fitted_a_bs,Fitted_ndt,Fitted_v_max_stage_0,Fitted_v_max_stage_1,Fitted_v_mod
46080,0.602803085229223,0.46097550838718127,0.3699002530643208,0.3785600232137037,9.999990708179764,1.3221018154166202,0.2,0.8830265420660477,0.40548085629771674,10.0,4.141079768385288,0.03272115275235444
53366,0.47106686450354684,0.3223602072223246,0.7181568711207881,0.8208887092978641,2.745617953604327,0.34705070065131294,0.2,0.9075698571903109,0.378894504980499,2.138080220054128,1.9267397172137999,1.0
3187,0.26655600898353493,0.2511587572224577,0.24970491708186682,0.6251882363265496,9.999856620589643,0.5123048289056438,0.5040923344905167,0.8491775430582733,0.2857519829888542,3.169574885352371,1.7267227611959797,0.47411888854506734
68012,0.7369491167026502,0.41337719198044304,0.4785491900663097,0.8110686252912952,1.6770344165576307,0.11717603730608481,0.22814186313019036,0.9721655275678942,0.17465747342470858,1.9216903999260133,1.5900557879491486,1.0
9695,0.5485245819719731,0.4136130870848164,0.3333030316985217,0.813939526172991,8.43580971401206,0.8820836823161212,0.20388473047254904,0.8929186875305545,0.29931437835917934,4.318881776455287,2.317862086837967,0.09511683636825594
61120,0.7232990693343772,0.47682901353285917,0.44171567784814275,0.8653777513047272,1.1991804183801562,0.08040502055139453,0.20758902310903746,0.9544784590391249,0.31946952215390506,4.3935368689790115,2.219935805515367,0.5533436656840462
4862,0.5171940325993215,0.6072941296808929,0.5119336585984783,0.8847494410767679,1.0255383170237946,0.623488650049604,0.2,0.7925572417841815,0.34487095249079514,1.6289190677042926,2.0033468298217696,1.0
55027,0.13620572577059603,0.8978306355760554,0.31066650927666917,0.7011812601221391,2.093659429398849,0.5374570889987502,0.2,0.7997200793168481,0.34960862497406403,4.886179097786386,2.504870723467941,0.42397470934691084
99461,0.28972063656279873,0.09339865138179451,0.4607180034278267,0.804993530416218,10.0,0.2744652172811223,0.2557672806616537,0.7839090356468067,0.32000923039279755,3.0705011371602073,1.547283494644382,1.0
16691,0.7271000677461307,1.6394741586461363,0.42668838511310936,0.9,0.7547097251522684,0.1975078225217796,0.2,0.7986801142968967,0.24822478090849656,1.7674982853842094,1.1240950617402077,1.0
75759,-0.047259137710689195,0.770288208072345,0.4542996838574477,0.7861361046476821,4.6137711611028935,1.9883404533229674,0.2971827052911024,0.9831416194666435,0.23085468241968918,3.1740860392312022,2.0442779040515076,0.562166108341862
4936,1.1108252390787525,0.16024067292278105,0.39184808699481666,0.7528020573640798,3.7130004119097704,0.11765766274878482,0.2898550368762857,0.9196402119431765,0.059987046580407176,1.5832320751287308,1.502644621167958,0.3731430714239908
17946,0.4828045440169159,0.19338406428548863,0.13881184100555916,0.8649388240488373,10.0,0.635999447458107,0.2,0.8396703467129856,0.43804421322421805,10.0,5.515533023171987,0.02916234629544796
33765,0.3176462074540269,0.1518368044647118,0.9,0.9,0.18861459459750862,0.0,0.2,0.6003327297835647,0.31730516187829055,10.0,0.0,1.0
92975,0.5483321795271304,0.9514518200718495,0.16150298824605094,0.9,0.10275275401454378,0.0,0.2,0.7426608457248474,0.2361886710582122,10.0,3.5722629725982107,1.0
97543,0.6548991929842823,4.0,0.08896658037056128,0.9,0.6663134341116222,0.24370570313160528,0.7015424993299557,0.6867369311903222,0.26112481946865895,6.959182867264969,2.9810205421805596,0.10746697609408315
63520,1.1269282264940284,0.5090746378530221,0.003053781817928646,0.0,10.0,0.0,0.4645020080609689,0.9185225166391282,0.19050505580044003,0.13330880080314705,0.5466986895019237,1.0
99845,0.66552692024183,1.3440785654483647,0.37674510873470235,0.9,0.04901689877661003,0.0,0.2,0.7897416285318279,0.295536735161712,7.777063762602537,3.971644292045313,1.0
57653,0.21675859222217106,0.7355419255321662,0.23242276106498116,0.779283255352237,9.999986872447115,0.0,0.21241072789840498,0.7610656503054629,0.35230391035351966,3.410082940800382,1.483378829784063,0.2121527103103485
35102,0.8160779453765474,0.13125316746778481,0.10622464782861496,0.8981590455155075,0.39067589851845663,0.0,0.2,0.9440585025750541,0.21832591953727745,10.0,4.311965058088898,0.4364865291290674
23849,0.47558410556713054,3.8095132258695856,0.0,0.13216947458462286,10.0,1.8237969128571065,0.2,1.0693994233875725,0.1988437279850867,1.5994134530325033,1.7320100587763676,0.1751263208286249
88310,0.6810293092181697,0.46958857798202674,0.9,0.9,0.1068761293621666,0.02205388231917721,0.32084905998639324,0.8034786338260722,0.28533267116908434,10.0,7.414836624419639,1.0
10951,0.0867242868511705,2.2474991225352072,0.5279514288792075,0.8884266203523209,2.361918074407649,1.4357253678783215,0.34531420075609803,0.7161770578144868,0.3074964979669583,2.748214906496911,1.284705313149611,1.0
