ParticipantID,NLL,Fitted_lr1,Fitted_lr2,Fitted_lam,Fitted_w,Fitted_p,Fitted_a_bs,Fitted_ndt,Fitted_v_stage_0,Fitted_v_stage_1
46080,0.647169737670483,0.3593066969028399,0.6564689147078252,0.6986749606218099,0.633725132782124,0.21379589297937726,0.8641889911379399,0.4061082051119247,3.4894878015604998,1.6747037503716118
53366,0.6326537277965986,0.9842272530383519,1.0,0.0,0.8560233765915373,0.024506355956000817,0.8267149159578467,0.3846710804747528,4.907269317850366,1.1352962151828445
3187,0.3357393468785183,0.8417497902769155,0.7705036008121586,1.0,0.7906825901813075,0.037650984033714696,0.8131971314004984,0.28780965602026315,6.045353493201773,1.7797505761637342
68012,0.7953330926417571,1.0,0.9394885378381266,0.4063663313953049,0.8393083409607446,0.045982759759268285,0.9392257864711366,0.17633176407890383,3.33497699901141,1.4128171199710942
9695,0.6060163180152532,0.03717906793780396,0.9596992152504156,0.2615736035510472,0.4299790011063198,0.03343328782284052,0.8638176431877947,0.3021120169467761,10.0,1.6108175906521685
61120,0.8438561374739482,1.0,1.0,0.3522181520505339,0.8503846779196649,0.010194128060872158,0.894514728224887,0.3239674782158215,3.688868521987412,1.1992143175635137
4862,0.5828013058418755,1.0,1.0,0.009075290619535126,0.89734906198153,0.4473247437884159,0.7680652816747867,0.3469374361750396,1.7606141202476822,1.3805745335494668
55027,0.21929164223395267,0.5452451048610407,0.9021644835135836,0.3479994055175097,0.8134693481601196,0.1602377144717463,0.7600862696181733,0.35203034214113554,6.606824061190311,1.7571330355042947
99461,0.41993253898062405,0.017565431966692045,0.9873032015229407,0.0,0.7193039931100809,0.010847837103098463,0.7346663957582175,0.3236149717985944,8.955460834376352,1.4804582971357794
16691,0.7212010017299624,0.022504909610623854,0.6062244404942125,0.15068141279842326,0.40884115210710525,-0.006257421658271209,0.8000855590987023,0.24851620752904666,6.2096557448985505,1.8246237428627474
75759,0.06186049335870219,0.0657855457940722,1.0,1.0,0.43033988022226316,0.6847463429228666,0.8881953888273997,0.23467626918789555,2.7392613506551857,1.6355602190352638
4936,1.1493535506950512,0.8296560655709054,0.8787495259124366,0.6599303237796722,0.7806291830715474,0.06187953068061597,0.904845459276618,0.061346048647035585,1.6761963195149925,0.7765915573674973
17946,0.5444552665371688,1.0,0.8987239764688401,1.0,0.9417213824025988,0.0315703354683393,0.8121263640679811,0.4403692708845847,4.624021413194448,1.9561280120163704
33765,0.36051714022085324,1.0,0.10795030817355519,1.0,0.8323552347847436,-0.012028236304949567,0.5913904038011141,0.3177483069735675,8.549340118390974,0.0
92975,0.6148676445323463,0.36347886319423944,0.7757070450807283,1.0,0.8082287781561486,-0.027726699057367972,0.7229898201650256,0.23721176884036724,2.9463927689276206,1.4031129863682266
97543,0.681175219702968,0.023843948998610268,1.0,0.0,0.3975183496694818,0.04419304886022024,0.679988679650135,0.26162383394537053,3.06879279736613,0.5340336753380533
63520,1.1336063534185694,0.15603491958211171,0.048542845070984095,1.0,0.7214603665046562,-0.07036836724826225,0.91580595279741,0.19068659264975002,1.1510069126314588,1.556620944489218
99845,0.7272858212509138,0.09059378833758312,1.0,0.19548208848635243,0.3156303153068797,-0.14971722756021277,0.7687257075894091,0.2964402469670992,2.3976592885547032,1.0806344409182786
57653,0.30948183802140844,0.9619512630902468,0.7793489880879475,0.0,0.9834888460384564,-0.03324334125196637,0.7258106251585328,0.3543691093877756,9.91349422627496,1.9709756023563867
35102,0.8143465027243403,1.0,0.927202626568006,1.0,0.9812785603126628,-0.01784074423093733,0.9452293923199859,0.21817623399270958,3.7549467263247926,1.4942069955865516
23849,0.5151991826208613,0.02408599692734095,0.1317363767345485,0.40567755327634564,0.2743681270667704,0.04757675923773184,1.0344433069221848,0.20085827146359006,6.0242314979661575,2.789444447871082
88310,0.7410436320235837,1.0,1.0,1.0,0.8761342985013798,0.09522981279502461,0.7834631369522624,0.2859171994193388,1.8161327710085813,0.8684699287794685
10951,0.1154669533742211,0.009159160120189167,0.8681753558415847,1.0,0.3339927190369946,0.12271389854719086,0.7034539124656237,0.3086980664455991,8.051576894127006,1.6282633772031554
